locus_tag	ftype	length_bp	gene	EC_number	COG	product
OOFMHOMA_03881	CDS	594	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
OOFMHOMA_03882	CDS	408	hosA			Transcriptional regulator HosA
OOFMHOMA_03883	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
OOFMHOMA_03884	CDS	1140	nlpD_2		COG0739	Murein hydrolase activator NlpD
OOFMHOMA_03885	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
OOFMHOMA_03886	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
OOFMHOMA_03887	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
OOFMHOMA_03888	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
OOFMHOMA_03889	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
OOFMHOMA_03890	CDS	312	ftsB		COG2919	Cell division protein FtsB
OOFMHOMA_03891	CDS	324	ygbE			Inner membrane protein YgbE
OOFMHOMA_03892	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
OOFMHOMA_03893	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
OOFMHOMA_03894	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
OOFMHOMA_03895	CDS	1038				hypothetical protein
OOFMHOMA_03896	CDS	294	ygbF	3.1.-.-		CRISPR-associated endoribonuclease Cas2
OOFMHOMA_03897	CDS	921	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
OOFMHOMA_03898	CDS	651	casE	3.1.-.-		CRISPR system Cascade subunit CasE
OOFMHOMA_03899	CDS	747				hypothetical protein
OOFMHOMA_03900	CDS	1056	casC			CRISPR system Cascade subunit CasC
OOFMHOMA_03901	CDS	537				hypothetical protein
OOFMHOMA_03902	CDS	1563	casA			CRISPR system Cascade subunit CasA
OOFMHOMA_03903	CDS	2700	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
OOFMHOMA_03904	CDS	195				hypothetical protein
OOFMHOMA_03905	CDS	378	cbeA_2			Cytoskeleton bundling-enhancing antitoxin CbeA
OOFMHOMA_03906	CDS	378	cbtA_2			Cytoskeleton-binding toxin CbtA
OOFMHOMA_03907	CDS	423				hypothetical protein
OOFMHOMA_03908	CDS	843				hypothetical protein
OOFMHOMA_03909	CDS	537	epsM_2		COG3149	Type II secretion system protein M
OOFMHOMA_03910	CDS	1179				hypothetical protein
OOFMHOMA_03911	CDS	978	gspK		COG3156	Putative type II secretion system protein K
OOFMHOMA_03912	CDS	600	xcpW		COG4795	Type II secretion system protein J
OOFMHOMA_03913	CDS	372				hypothetical protein
OOFMHOMA_03914	CDS	564	epsH			Type II secretion system protein H
OOFMHOMA_03915	CDS	456	epsG		COG2165	Type II secretion system protein G
OOFMHOMA_03916	CDS	1224	epsF_2		COG1459	Type II secretion system protein F
OOFMHOMA_03917	CDS	1494	epsE_2		COG2804	Type II secretion system protein E
OOFMHOMA_03918	CDS	2061	gspD2			Secretin GspD 2
OOFMHOMA_03919	CDS	819	gspC2			Type II secretion system protein C 2
OOFMHOMA_03920	CDS	411	yghG			Lipoprotein YghG
OOFMHOMA_03921	CDS	810	pppA		COG1989	Prepilin peptidase PppA
OOFMHOMA_03922	CDS	4566				hypothetical protein
OOFMHOMA_03923	CDS	1683	glcA		COG1620	Glycolate permease GlcA
OOFMHOMA_03924	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
OOFMHOMA_03925	CDS	405				hypothetical protein
OOFMHOMA_03926	CDS	1224	lutA_2			Lactate utilization protein A
OOFMHOMA_03927	CDS	1053				hypothetical protein
OOFMHOMA_03928	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
OOFMHOMA_03929	CDS	765	glcC		COG2186	Glc operon transcriptional activator
OOFMHOMA_03930	CDS	1143	yghO			Protein YghO
OOFMHOMA_03931	CDS	1722		6.2.1.51	COG0318	4-hydroxyphenylalkanoate adenylyltransferase
OOFMHOMA_03932	CDS	915	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
OOFMHOMA_03933	CDS	249	acpP_2			Acyl carrier protein
OOFMHOMA_03934	CDS	1173	bioF_2	2.3.1.47		8-amino-7-oxononanoate synthase
OOFMHOMA_03935	CDS	1080	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
OOFMHOMA_03936	CDS	1071				hypothetical protein
OOFMHOMA_03937	CDS	561	ytfJ_1		COG3054	putative protein YtfJ
OOFMHOMA_03938	CDS	825				hypothetical protein
OOFMHOMA_03939	CDS	1350				hypothetical protein
OOFMHOMA_03940	CDS	759				hypothetical protein
OOFMHOMA_03941	CDS	699				hypothetical protein
OOFMHOMA_03942	CDS	693	tmk_2	2.7.4.9		Thymidylate kinase
OOFMHOMA_03943	CDS	1500	pitA_2		COG0306	Low-affinity inorganic phosphate transporter 1
OOFMHOMA_03944	CDS	1860	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
OOFMHOMA_03945	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
OOFMHOMA_03946	CDS	2238				hypothetical protein
OOFMHOMA_03947	CDS	2973	nfrA		COG0457	Bacteriophage adsorption protein A
OOFMHOMA_03948	CDS	891				hypothetical protein
OOFMHOMA_03949	CDS	762	rhaR_4			HTH-type transcriptional activator RhaR
OOFMHOMA_03950	tRNA	77				tRNA-Arg(tct)
OOFMHOMA_03951	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
OOFMHOMA_03952	CDS	516	sfmF			putative fimbrial-like protein SfmF
OOFMHOMA_03953	CDS	1008	sfmH			putative fimbrial-like protein SfmH
OOFMHOMA_03954	CDS	2610	sfmD		COG3188	Outer membrane usher protein SfmD
OOFMHOMA_03955	CDS	693	sfmC			putative fimbrial chaperone SfmC
OOFMHOMA_03956	CDS	543	sfmA			putative fimbrial-like protein SfmA
OOFMHOMA_03957	CDS	867	folD		COG0190	Bifunctional protein FolD protein
OOFMHOMA_03958	CDS	213	ybcJ		COG2501	putative protein YbcJ
OOFMHOMA_03959	CDS	522	ybcI		COG1988	Inner membrane protein YbcI
OOFMHOMA_03960	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
OOFMHOMA_03961	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
OOFMHOMA_03962	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
OOFMHOMA_03963	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
OOFMHOMA_03964	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
OOFMHOMA_03965	CDS	894	arcC1_2	2.7.2.2		Carbamate kinase 1
OOFMHOMA_03966	CDS	816				hypothetical protein
OOFMHOMA_03967	CDS	1260				hypothetical protein
OOFMHOMA_03968	CDS	1668	fdrA_2		COG0074	Protein FdrA
OOFMHOMA_03969	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
OOFMHOMA_03970	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
OOFMHOMA_03971	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
OOFMHOMA_03972	CDS	1146	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
OOFMHOMA_03973	CDS	1302	ybbY		COG2233	Putative purine permease YbbY
OOFMHOMA_03974	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
OOFMHOMA_03975	CDS	1455	ybbW		COG1953	Putative allantoin permease
OOFMHOMA_03976	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
OOFMHOMA_03977	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
OOFMHOMA_03978	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
OOFMHOMA_03979	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
OOFMHOMA_03980	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
OOFMHOMA_03981	CDS	927	allS			HTH-type transcriptional activator AllS
OOFMHOMA_03982	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
OOFMHOMA_03983	CDS	399				hypothetical protein
OOFMHOMA_03984	CDS	492				hypothetical protein
OOFMHOMA_03985	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
OOFMHOMA_03986	CDS	1845	btuB		COG4206	Vitamin B12 transporter BtuB
OOFMHOMA_03987	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
OOFMHOMA_03988	CDS	360	yijD			Inner membrane protein YijD
OOFMHOMA_03989	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
OOFMHOMA_03990	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
OOFMHOMA_03991	CDS	918	oxyR_2			Hydrogen peroxide-inducible genes activator
OOFMHOMA_03992	CDS	1284	lgoT_2			putative L-galactonate transporter
OOFMHOMA_03993	CDS	1215	rspA_2		COG4948	Starvation-sensing protein RspA
OOFMHOMA_03994	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
OOFMHOMA_03995	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
OOFMHOMA_03996	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
OOFMHOMA_03997	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
OOFMHOMA_03998	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
OOFMHOMA_03999	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
OOFMHOMA_04000	CDS	852	rhaS_4			HTH-type transcriptional activator RhaS
OOFMHOMA_04001	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
OOFMHOMA_04002	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
OOFMHOMA_04003	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
OOFMHOMA_04004	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
OOFMHOMA_04005	CDS	1080	manP_3		COG1299	PTS system mannose-specific EIIBCA component
OOFMHOMA_04006	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
OOFMHOMA_04007	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
OOFMHOMA_04008	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
OOFMHOMA_04009	CDS	618				hypothetical protein
OOFMHOMA_04010	CDS	906	yijE			putative cystine transporter YijE
OOFMHOMA_04011	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
OOFMHOMA_04012	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
OOFMHOMA_04013	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
OOFMHOMA_04014	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
OOFMHOMA_04015	CDS	318	metJ		COG3060	Met repressor
OOFMHOMA_04016	CDS	450				hypothetical protein
OOFMHOMA_04017	CDS	180				hypothetical protein
OOFMHOMA_04018	CDS	273			COG1662	IS1 family transposase IS1H
OOFMHOMA_04019	CDS	279				hypothetical protein
OOFMHOMA_04020	CDS	237				hypothetical protein
OOFMHOMA_04021	CDS	462				hypothetical protein
OOFMHOMA_04022	CDS	1155	xerC_5			Tyrosine recombinase XerC
OOFMHOMA_04023	CDS	825				hypothetical protein
OOFMHOMA_04024	CDS	1200				hypothetical protein
OOFMHOMA_04025	CDS	585	ais_2	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
OOFMHOMA_04026	CDS	459				hypothetical protein
OOFMHOMA_04027	CDS	819				hypothetical protein
OOFMHOMA_04028	CDS	1149	yggR_2		COG2805	putative protein YggR
OOFMHOMA_04029	CDS	291				hypothetical protein
OOFMHOMA_04030	CDS	552	pld	3.1.4.4		Phospholipase D
OOFMHOMA_04031	CDS	3765				hypothetical protein
OOFMHOMA_04032	CDS	348				hypothetical protein
OOFMHOMA_04033	CDS	693				hypothetical protein
OOFMHOMA_04034	CDS	984				hypothetical protein
OOFMHOMA_04035	CDS	1290				hypothetical protein
OOFMHOMA_04036	CDS	705				hypothetical protein
OOFMHOMA_04037	CDS	528				hypothetical protein
OOFMHOMA_04038	CDS	405				hypothetical protein
OOFMHOMA_04039	CDS	189				hypothetical protein
OOFMHOMA_04040	CDS	801				hypothetical protein
OOFMHOMA_04041	CDS	3045				hypothetical protein
OOFMHOMA_04042	CDS	615				hypothetical protein
OOFMHOMA_04043	CDS	1203				hypothetical protein
OOFMHOMA_04044	CDS	585				hypothetical protein
OOFMHOMA_04045	CDS	2169				hypothetical protein
OOFMHOMA_04046	CDS	615				hypothetical protein
OOFMHOMA_04047	CDS	210	ymoA			Modulating protein YmoA
OOFMHOMA_04048	CDS	177				hypothetical protein
OOFMHOMA_04049	CDS	297				hypothetical protein
OOFMHOMA_04050	CDS	252				hypothetical protein
OOFMHOMA_04051	CDS	156	pndA			Protein PndA
OOFMHOMA_04052	CDS	1086				hypothetical protein
OOFMHOMA_04053	CDS	1209				hypothetical protein
OOFMHOMA_04054	CDS	1071				hypothetical protein
OOFMHOMA_04055	CDS	2292				hypothetical protein
OOFMHOMA_04056	CDS	2700				hypothetical protein
OOFMHOMA_04057	CDS	333				hypothetical protein
OOFMHOMA_04058	CDS	336				hypothetical protein
OOFMHOMA_04059	CDS	849				hypothetical protein
OOFMHOMA_04060	CDS	252				hypothetical protein
OOFMHOMA_04061	CDS	207				hypothetical protein
OOFMHOMA_04062	CDS	915				ISNCY family transposase ISRor2
OOFMHOMA_04063	CDS	390				hypothetical protein
OOFMHOMA_04064	CDS	267				hypothetical protein
OOFMHOMA_04065	CDS	435				hypothetical protein
OOFMHOMA_04066	CDS	639				hypothetical protein
OOFMHOMA_04067	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
OOFMHOMA_04068	CDS	1413	cycA		COG1113	D-serine/D-alanine/glycine transporter
OOFMHOMA_04069	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
OOFMHOMA_04070	CDS	966	ytfF			Inner membrane protein YtfF
OOFMHOMA_04071	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
OOFMHOMA_04072	CDS	381				hypothetical protein
OOFMHOMA_04073	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
OOFMHOMA_04074	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
OOFMHOMA_04075	CDS	558	ytfJ_2		COG3054	putative protein YtfJ
OOFMHOMA_04076	CDS	207				hypothetical protein
OOFMHOMA_04077	CDS	1344				hypothetical protein
OOFMHOMA_04078	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
OOFMHOMA_04079	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
OOFMHOMA_04080	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
OOFMHOMA_04081	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
OOFMHOMA_04082	CDS	252	chpS			Antitoxin ChpS
OOFMHOMA_04083	CDS	315	chpB	3.1.-.-	COG2337	Endoribonuclease toxin ChpB
OOFMHOMA_04084	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
OOFMHOMA_04085	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
OOFMHOMA_04086	CDS	1503	fruK_2	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
OOFMHOMA_04087	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
OOFMHOMA_04088	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
OOFMHOMA_04089	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
OOFMHOMA_04090	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
OOFMHOMA_04091	CDS	552				hypothetical protein
OOFMHOMA_04092	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
OOFMHOMA_04093	CDS	387	cybC		COG3783	Soluble cytochrome b562
OOFMHOMA_04094	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
OOFMHOMA_04095	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
OOFMHOMA_04096	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
OOFMHOMA_04097	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
OOFMHOMA_04098	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
OOFMHOMA_04099	CDS	2697	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
OOFMHOMA_04100	CDS	189				hypothetical protein
OOFMHOMA_04101	CDS	2361				hypothetical protein
OOFMHOMA_04102	CDS	564				hypothetical protein
OOFMHOMA_04103	CDS	1836				hypothetical protein
OOFMHOMA_04104	CDS	288				hypothetical protein
OOFMHOMA_04105	CDS	1530				hypothetical protein
OOFMHOMA_04106	CDS	1218	intA_3		COG0582	Prophage integrase IntA
OOFMHOMA_04107	CDS	987				hypothetical protein
OOFMHOMA_04108	CDS	492				hypothetical protein
OOFMHOMA_04109	CDS	300				IS3 family transposase IS3
OOFMHOMA_04110	CDS	867				IS3 family transposase IS3
OOFMHOMA_04111	CDS	1359	dgcT	2.7.7.65		putative diguanylate cyclase DgcT
OOFMHOMA_04112	CDS	2424	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
OOFMHOMA_04113	CDS	2019	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
OOFMHOMA_04114	CDS	1326	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
OOFMHOMA_04115	CDS	414	pgaD			Biofilm PGA synthesis protein PgaD
OOFMHOMA_04116	CDS	789	phoH		COG1702	Protein PhoH
OOFMHOMA_04117	CDS	297				hypothetical protein
OOFMHOMA_04118	CDS	1272	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
OOFMHOMA_04119	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
OOFMHOMA_04120	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
OOFMHOMA_04121	CDS	1509	putP		COG0591	Sodium/proline symporter
OOFMHOMA_04122	CDS	210				hypothetical protein
OOFMHOMA_04123	CDS	3963	putA		COG0506	Bifunctional protein PutA
OOFMHOMA_04124	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
OOFMHOMA_04125	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
OOFMHOMA_04126	CDS	696	rutB	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
OOFMHOMA_04127	CDS	387	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
OOFMHOMA_04128	CDS	801	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
OOFMHOMA_04129	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
OOFMHOMA_04130	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
OOFMHOMA_04131	CDS	1329	rutG		COG2233	Putative pyrimidine permease RutG
OOFMHOMA_04132	CDS	174				hypothetical protein
OOFMHOMA_04133	CDS	117				hypothetical protein
OOFMHOMA_04134	CDS	768	yfcO			putative protein YfcO
OOFMHOMA_04135	CDS	525	yfcP			putative fimbrial-like protein YfcP
OOFMHOMA_04136	CDS	471	yfcQ			putative fimbrial-like protein YfcQ
OOFMHOMA_04137	CDS	507	yfcR			putative fimbrial-like protein YfcR
OOFMHOMA_04138	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
OOFMHOMA_04139	CDS	2643	papC_2		COG3188	Outer membrane usher protein PapC
OOFMHOMA_04140	CDS	564	yfcV			putative fimbrial-like protein YfcV
OOFMHOMA_04141	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
OOFMHOMA_04142	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
OOFMHOMA_04143	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
OOFMHOMA_04144	CDS	285				hypothetical protein
OOFMHOMA_04145	CDS	1341	fadL		COG2067	Long-chain fatty acid transport protein
OOFMHOMA_04146	CDS	1059				hypothetical protein
OOFMHOMA_04147	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
OOFMHOMA_04148	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
OOFMHOMA_04149	tRNA	75				tRNA-Arg(cct)
OOFMHOMA_04150	CDS	1158	intS_3		COG0582	Prophage integrase IntS
OOFMHOMA_04151	CDS	1911				hypothetical protein
OOFMHOMA_04152	CDS	1980				hypothetical protein
OOFMHOMA_04153	CDS	879				hypothetical protein
OOFMHOMA_04154	CDS	141				hypothetical protein
OOFMHOMA_04155	CDS	252				hypothetical protein
OOFMHOMA_04156	CDS	315				hypothetical protein
OOFMHOMA_04157	CDS	486				hypothetical protein
OOFMHOMA_04158	CDS	1845				hypothetical protein
OOFMHOMA_04159	CDS	1467				hypothetical protein
OOFMHOMA_04160	CDS	693				hypothetical protein
OOFMHOMA_04161	CDS	456				hypothetical protein
OOFMHOMA_04162	CDS	849				hypothetical protein
OOFMHOMA_04163	CDS	1419				hypothetical protein
OOFMHOMA_04164	CDS	483				hypothetical protein
OOFMHOMA_04165	CDS	186				hypothetical protein
OOFMHOMA_04166	CDS	1272				hypothetical protein
OOFMHOMA_04167	CDS	885				hypothetical protein
OOFMHOMA_04168	CDS	2091				hypothetical protein
OOFMHOMA_04169	CDS	1413			COG1783	putative protein
OOFMHOMA_04170	CDS	441				hypothetical protein
OOFMHOMA_04171	CDS	243				hypothetical protein
OOFMHOMA_04172	CDS	873	era_3			GTPase Era
OOFMHOMA_04173	CDS	1020				hypothetical protein
OOFMHOMA_04174	CDS	216				hypothetical protein
OOFMHOMA_04175	CDS	573				hypothetical protein
OOFMHOMA_04176	CDS	207				hypothetical protein
OOFMHOMA_04177	CDS	213	hha_2			Hemolysin expression-modulating protein Hha
OOFMHOMA_04178	CDS	174				hypothetical protein
OOFMHOMA_04179	CDS	570				hypothetical protein
OOFMHOMA_04180	CDS	384				hypothetical protein
OOFMHOMA_04181	CDS	117				hypothetical protein
OOFMHOMA_04182	CDS	183				hypothetical protein
OOFMHOMA_04183	CDS	624				hypothetical protein
OOFMHOMA_04184	CDS	234				hypothetical protein
OOFMHOMA_04185	CDS	498				hypothetical protein
OOFMHOMA_04186	CDS	1362				hypothetical protein
OOFMHOMA_04187	CDS	1245				hypothetical protein
OOFMHOMA_04188	CDS	1746	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
OOFMHOMA_04189	CDS	309				hypothetical protein
OOFMHOMA_04190	CDS	228				hypothetical protein
OOFMHOMA_04191	CDS	645				hypothetical protein
OOFMHOMA_04192	CDS	324				hypothetical protein
OOFMHOMA_04193	CDS	198				IS481 family transposase ISEc18
OOFMHOMA_04194	CDS	207				hypothetical protein
OOFMHOMA_04195	CDS	267				IS630 family transposase ISSpu2
OOFMHOMA_04196	CDS	477				hypothetical protein
OOFMHOMA_04197	CDS	1479				hypothetical protein
OOFMHOMA_04198	CDS	507				hypothetical protein
OOFMHOMA_04199	CDS	423				hypothetical protein
OOFMHOMA_04200	CDS	1803				hypothetical protein
OOFMHOMA_04201	CDS	933				hypothetical protein
OOFMHOMA_04202	CDS	1983	vgrG1_1	6.3.2.-		Actin cross-linking toxin VgrG1
OOFMHOMA_04203	CDS	468				hypothetical protein
OOFMHOMA_04204	CDS	300				hypothetical protein
OOFMHOMA_04205	CDS	1077				hypothetical protein
OOFMHOMA_04206	CDS	552				hypothetical protein
OOFMHOMA_04207	CDS	1413				hypothetical protein
OOFMHOMA_04208	CDS	219				hypothetical protein
OOFMHOMA_04209	CDS	591				hypothetical protein
OOFMHOMA_04210	CDS	3405				hypothetical protein
OOFMHOMA_04211	CDS	2550	clpV1_1		COG0542	Protein ClpV1
OOFMHOMA_04212	CDS	228	pptA	5.3.2.-	COG1942	Tautomerase PptA
OOFMHOMA_04213	CDS	570				hypothetical protein
OOFMHOMA_04214	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
OOFMHOMA_04215	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
OOFMHOMA_04216	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
OOFMHOMA_04217	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
OOFMHOMA_04218	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
OOFMHOMA_04219	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
OOFMHOMA_04220	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
OOFMHOMA_04221	CDS	1332				hypothetical protein
OOFMHOMA_04222	CDS	291	ompD_2		COG3203	Outer membrane porin protein OmpD
OOFMHOMA_04223	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
OOFMHOMA_04224	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
OOFMHOMA_04225	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
OOFMHOMA_04226	CDS	885	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
OOFMHOMA_04227	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
OOFMHOMA_04228	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
OOFMHOMA_04229	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
OOFMHOMA_04230	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
OOFMHOMA_04231	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
OOFMHOMA_04232	CDS	216	bdm			Protein bdm
OOFMHOMA_04233	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
OOFMHOMA_04234	CDS	927	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
OOFMHOMA_04235	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
OOFMHOMA_04236	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
